物流单号导入报告
==========================================
导入时间: 2026-01-14 20:44:16
Excel文件: /www/wwwroot/23.248.226.82/1.14日九块二出单236条共6108.8元 (2).xlsx
成功: 234 条
失败: 1 条
跳过: 1 条
==========================================

成功更新的订单:
订单ID: 691, 订单号: SO202601131921570007335112, 物流: 韵达快递 434994934935305, 状态: paid → shipped
订单ID: 936, 订单号: SO202601132055280018396639, 物流: 韵达快递 434994948814877, 状态: shipped → shipped
订单ID: 959, 订单号: SO202601132113580004347607, 物流: 韵达快递 434994940967782, 状态: shipped → shipped
订单ID: 914, 订单号: SO202601132035110004342506, 物流: 韵达快递 434994947240971, 状态: shipped → shipped
订单ID: 933, 订单号: SO202601132049020005125087, 物流: 韵达快递 434994934904592, 状态: shipped → shipped
订单ID: 955, 订单号: SO202601132110450010008605, 物流: 韵达快递 434994930226742, 状态: shipped → shipped
订单ID: 742, 订单号: SO202601131943110010008547, 物流: 韵达快递 434994930972229, 状态: shipped → shipped
订单ID: 961, 订单号: SO202601132114560009508210, 物流: 韵达快递 434994941700276, 状态: shipped → shipped
订单ID: 925, 订单号: SO202601132044200002463148, 物流: 韵达快递 434994925528108, 状态: shipped → shipped
订单ID: 708, 订单号: SO202601131928300009978165, 物流: 韵达快递 434994926291927, 状态: shipped → shipped
订单ID: 806, 订单号: SO202601131952160014811006, 物流: 韵达快递 434994928675957, 状态: shipped → shipped
订单ID: 700, 订单号: SO202601131925390016752167, 物流: 韵达快递 434994937930875, 状态: shipped → shipped
订单ID: 755, 订单号: SO202601131944540004824722, 物流: 韵达快递 434994935694219, 状态: shipped → shipped
订单ID: 938, 订单号: SO202601132057590036599052, 物流: 韵达快递 434994940207932, 状态: shipped → shipped
订单ID: 950, 订单号: SO202601132108270003586678, 物流: 韵达快递 434994936434234, 状态: shipped → shipped
订单ID: 714, 订单号: SO202601131934010015913482, 物流: 韵达快递 434994923966596, 状态: shipped → shipped
订单ID: 715, 订单号: SO202601131934260001443610, 物流: 韵达快递 434994936445975, 状态: shipped → shipped
订单ID: 888, 订单号: SO202601132022390003957832, 物流: 韵达快递 434994925539492, 状态: shipped → shipped
订单ID: 870, 订单号: SO202601132016310007588157, 物流: 韵达快递 434994931768504, 状态: paid → shipped
订单ID: 705, 订单号: SO202601131927190004921249, 物流: 韵达快递 434994936469399, 状态: shipped → shipped
订单ID: 785, 订单号: SO202601131948450007032777, 物流: 韵达快递 434994931022855, 状态: shipped → shipped
订单ID: 731, 订单号: SO202601131940130007383574, 物流: 韵达快递 434994927882771, 状态: shipped → shipped
订单ID: 967, 订单号: SO202601132116000007385948, 物流: 韵达快递 434994943295975, 状态: shipped → shipped
订单ID: 733, 订单号: SO202601131940450007386476, 物流: 韵达快递 434994938705214, 状态: shipped → shipped
订单ID: 939, 订单号: SO202601132100090005314168, 物流: 韵达快递 434994926347596, 状态: shipped → shipped
订单ID: 919, 订单号: SO202601132037080005315697, 物流: 韵达快递 434994927187000, 状态: shipped → shipped
订单ID: 913, 订单号: SO202601132032280009327887, 物流: 韵达快递 434994931764884, 状态: shipped → shipped
订单ID: 899, 订单号: SO202601132028540003353179, 物流: 韵达快递 434994925587022, 状态: shipped → shipped
订单ID: 920, 订单号: SO202601132038130024938992, 物流: 韵达快递 434994934963781, 状态: shipped → shipped
订单ID: 837, 订单号: SO202601132005060007756499, 物流: 韵达快递 434994921577232, 状态: shipped → shipped
订单ID: 725, 订单号: SO202601131937520004321474, 物流: 韵达快递 434994944844317, 状态: shipped → shipped
订单ID: 826, 订单号: SO202601131959160004325774, 物流: 韵达快递 434994921534161, 状态: shipped → shipped
订单ID: 674, 订单号: SO202601131910060004329630, 物流: 韵达快递 434994927124330, 状态: shipped → shipped
订单ID: 874, 订单号: SO202601132017560004038531, 物流: 韵达快递 434994940155362, 状态: shipped → shipped
订单ID: 843, 订单号: SO202601132006270017454943, 物流: 韵达快递 434994925577692, 状态: shipped → shipped
订单ID: 707, 订单号: SO202601131927560003719958, 物流: 韵达快递 434994923199123, 状态: shipped → shipped
订单ID: 956, 订单号: SO202601132111180002455997, 物流: 韵达快递 434994947246313, 状态: shipped → shipped
订单ID: 890, 订单号: SO202601132023100008876335, 物流: 韵达快递 434994924751786, 状态: shipped → shipped
订单ID: 945, 订单号: SO202601132104430004086736, 物流: 韵达快递 434994925594031, 状态: shipped → shipped
订单ID: 927, 订单号: SO202601132046070015196116, 物流: 韵达快递 434994937966972, 状态: shipped → shipped
订单ID: 929, 订单号: SO202601132046460015196501, 物流: 韵达快递 434994929452125, 状态: shipped → shipped
订单ID: 687, 订单号: SO202601131920320026953041, 物流: 韵达快递 434994947217412, 状态: shipped → shipped
订单ID: 662, 订单号: SO202601131905260001333781, 物流: 韵达快递 434994926323520, 状态: shipped → shipped
订单ID: 838, 订单号: SO202601132005440014401781, 物流: 韵达快递 434994926336408, 状态: paid → shipped
订单ID: 734, 订单号: SO202601131940450005828644, 物流: 韵达快递 434994935740426, 状态: shipped → shipped
订单ID: 845, 订单号: SO202601132007340009442775, 物流: 韵达快递 434994934948488, 状态: shipped → shipped
订单ID: 947, 订单号: SO202601132106440017105415, 物流: 韵达快递 434994923188416, 状态: shipped → shipped
订单ID: 664, 订单号: SO202601131905490001035873, 物流: 韵达快递 434994946411183, 状态: shipped → shipped
订单ID: 788, 订单号: SO202601131949210005804446, 物流: 韵达快递 434994940152644, 状态: shipped → shipped
订单ID: 872, 订单号: SO202601132017190002651903, 物流: 韵达快递 434994937175676, 状态: shipped → shipped
订单ID: 857, 订单号: SO202601132011540008752075, 物流: 韵达快递 434994937961234, 状态: shipped → shipped
订单ID: 854, 订单号: SO202601132010340008755952, 物流: 韵达快递 434994937191385, 状态: shipped → shipped
订单ID: 720, 订单号: SO202601131935200006875162, 物流: 韵达快递 434994941733331, 状态: shipped → shipped
订单ID: 884, 订单号: SO202601132022120006874800, 物流: 韵达快递 434994932519793, 状态: shipped → shipped
订单ID: 972, 订单号: SO202601132117300009833514, 物流: 韵达快递 434994929491559, 状态: shipped → shipped
订单ID: 832, 订单号: SO202601132002180004167914, 物流: 韵达快递 434994938722058, 状态: shipped → shipped
订单ID: 801, 订单号: SO202601131951040004163799, 物流: 韵达快递 434994928644031, 状态: shipped → shipped
订单ID: 777, 订单号: SO202601131947540004168506, 物流: 韵达快递 434994922387421, 状态: shipped → shipped
订单ID: 784, 订单号: SO202601131948440007652864, 物流: 韵达快递 434994945626219, 状态: shipped → shipped
订单ID: 860, 订单号: SO202601132013000010727126, 物流: 韵达快递 434994936491035, 状态: shipped → shipped
订单ID: 814, 订单号: SO202601131955110010728556, 物流: 韵达快递 434994931816021, 状态: shipped → shipped
订单ID: 810, 订单号: SO202601131953450010723470, 物流: 韵达快递 434994944083782, 状态: shipped → shipped
订单ID: 804, 订单号: SO202601131951550010725380, 物流: 韵达快递 434994927172029, 状态: paid → shipped
订单ID: 732, 订单号: SO202601131940160002648314, 物流: 韵达快递 434994934128234, 状态: shipped → shipped
订单ID: 904, 订单号: SO202601132031060001836659, 物流: 韵达快递 434994940961954, 状态: shipped → shipped
订单ID: 792, 订单号: SO202601131950190005553062, 物流: 韵达快递 434994942486229, 状态: shipped → shipped
订单ID: 774, 订单号: SO202601131947330015623471, 物流: 韵达快递 434994928673767, 状态: shipped → shipped
订单ID: 783, 订单号: SO202601131948290004189942, 物流: 韵达快递 434994939379187, 状态: shipped → shipped
订单ID: 750, 订单号: SO202601131944370001905056, 物流: 韵达快递 434994940913869, 状态: shipped → shipped
订单ID: 677, 订单号: SO202601131913150004402957, 物流: 韵达快递 434994930234190, 状态: shipped → shipped
订单ID: 753, 订单号: SO202601131944490004547493, 物流: 韵达快递 434994924791403, 状态: shipped → shipped
订单ID: 847, 订单号: SO202601132008000006091525, 物流: 韵达快递 434994941712523, 状态: shipped → shipped
订单ID: 828, 订单号: SO202601131959500001421808, 物流: 韵达快递 434994935723791, 状态: shipped → shipped
订单ID: 907, 订单号: SO202601132031200003147404, 物流: 韵达快递 434994925543600, 状态: shipped → shipped
订单ID: 960, 订单号: SO202601132114340012776431, 物流: 韵达快递 434994940151467, 状态: shipped → shipped
订单ID: 969, 订单号: SO202601132116370003991176, 物流: 韵达快递 434994924779015, 状态: shipped → shipped
订单ID: 836, 订单号: SO202601132004120004901997, 物流: 韵达快递 434994935746784, 状态: shipped → shipped
订单ID: 802, 订单号: SO202601131951050004904137, 物流: 韵达快递 434994929469281, 状态: shipped → shipped
订单ID: 799, 订单号: SO202601131950500004903424, 物流: 韵达快递 434994925573597, 状态: shipped → shipped
订单ID: 771, 订单号: SO202601131947060004901722, 物流: 韵达快递 434994940947009, 状态: shipped → shipped
订单ID: 790, 订单号: SO202601131950020004903484, 物流: 韵达快递 434994932523622, 状态: shipped → shipped
订单ID: 951, 订单号: SO202601132109210001824684, 物流: 韵达快递 434994931045556, 状态: shipped → shipped
订单ID: 863, 订单号: SO202601132013560016304966, 物流: 韵达快递 434994921555614, 状态: shipped → shipped
订单ID: 827, 订单号: SO202601131959380001045152, 物流: 韵达快递 434994937916863, 状态: shipped → shipped
订单ID: 692, 订单号: SO202601131921580001055257, 物流: 韵达快递 434994927857107, 状态: shipped → shipped
订单ID: 878, 订单号: SO202601132019370004638947, 物流: 韵达快递 434994944839581, 状态: shipped → shipped
订单ID: 763, 订单号: SO202601131946020001149082, 物流: 韵达快递 434994936436220, 状态: shipped → shipped
订单ID: 921, 订单号: SO202601132038320004128169, 物流: 韵达快递 434994929441950, 状态: shipped → shipped
订单ID: 697, 订单号: SO202601131924590001643541, 物流: 韵达快递 434994926300553, 状态: shipped → shipped
订单ID: 893, 订单号: SO202601132023410017374377, 物流: 韵达快递 434994941745226, 状态: shipped → shipped
订单ID: 724, 订单号: SO202601131937040010235878, 物流: 韵达快递 434994924771411, 状态: shipped → shipped
订单ID: 823, 订单号: SO202601131958330006366654, 物流: 韵达快递 434994933358609, 状态: shipped → shipped
订单ID: 718, 订单号: SO202601131934580007437917, 物流: 韵达快递 434994933383414, 状态: shipped → shipped
订单ID: 739, 订单号: SO202601131942590009451930, 物流: 韵达快递 434994936446030, 状态: shipped → shipped
订单ID: 672, 订单号: SO202601131909010007248840, 物流: 韵达快递 434994927158873, 状态: paid → shipped
订单ID: 867, 订单号: SO202601132015540004726078, 物流: 韵达快递 434994934137618, 状态: shipped → shipped
订单ID: 915, 订单号: SO202601132035510005891352, 物流: 韵达快递 434994941748400, 状态: shipped → shipped
订单ID: 942, 订单号: SO202601132103140003333494, 物流: 韵达快递 434994921591238, 状态: shipped → shipped
订单ID: 879, 订单号: SO202601132019380009477533, 物流: 韵达快递 434994938722968, 状态: shipped → shipped
订单ID: 745, 订单号: SO202601131943450009471348, 物流: 韵达快递 434994935713420, 状态: shipped → shipped
订单ID: 886, 订单号: SO202601132022220009687212, 物流: 韵达快递 434994926299393, 状态: shipped → shipped
订单ID: 758, 订单号: SO202601131945170009688222, 物流: 韵达快递 434994927121351, 状态: shipped → shipped
订单ID: 735, 订单号: SO202601131941350001271912, 物流: 韵达快递 434994925558015, 状态: shipped → shipped
订单ID: 876, 订单号: SO202601132018460001271147, 物流: 韵达快递 434994935702430, 状态: shipped → shipped
订单ID: 765, 订单号: SO202601131946280001275849, 物流: 韵达快递 434994924751964, 状态: shipped → shipped
订单ID: 812, 订单号: SO202601131954280002221521, 物流: 韵达快递 434994931789608, 状态: shipped → shipped
订单ID: 726, 订单号: SO202601131937560001402594, 物流: 韵达快递 434994940164635, 状态: shipped → shipped
订单ID: 721, 订单号: SO202601131935280005819340, 物流: 韵达快递 434994933355612, 状态: shipped → shipped
订单ID: 848, 订单号: SO202601132008030003513127, 物流: 韵达快递 434994934174699, 状态: shipped → shipped
订单ID: 693, 订单号: SO202601131922220001791259, 物流: 韵达快递 434994937948680, 状态: shipped → shipped
订单ID: 711, 订单号: SO202601131932160001796458, 物流: 韵达快递 434994933363517, 状态: shipped → shipped
订单ID: 762, 订单号: SO202601131946010003377094, 物流: 韵达快递 434994931778411, 状态: shipped → shipped
订单ID: 663, 订单号: SO202601131905470001984905, 物流: 韵达快递 434994944846119, 状态: shipped → shipped
订单ID: 661, 订单号: SO202601131905240001983385, 物流: 韵达快递 434994937176771, 状态: shipped → shipped
订单ID: 660, 订单号: SO202601131905060001985636, 物流: 韵达快递 434994935730255, 状态: shipped → shipped
订单ID: 659, 订单号: SO202601131904550001981526, 物流: 韵达快递 434994944069415, 状态: shipped → shipped
订单ID: 703, 订单号: SO202601131926130012816659, 物流: 韵达快递 434994927165678, 状态: shipped → shipped
订单ID: 699, 订单号: SO202601131925290002606560, 物流: 韵达快递 434994930209347, 状态: shipped → shipped
订单ID: 712, 订单号: SO202601131933200001188793, 物流: 韵达快递 434994923995038, 状态: paid → shipped
订单ID: 858, 订单号: SO202601132012320005436710, 物流: 韵达快递 434994928634869, 状态: shipped → shipped
订单ID: 689, 订单号: SO202601131920440003477048, 物流: 韵达快递 434994934918377, 状态: shipped → shipped
订单ID: 710, 订单号: SO202601131930520005261623, 物流: 韵达快递 434994926327695, 状态: shipped → shipped
订单ID: 670, 订单号: SO202601131908450005411547, 物流: 韵达快递 434994941728106, 状态: shipped → shipped
订单ID: 688, 订单号: SO202601131920370005412356, 物流: 韵达快递 434994921550983, 状态: shipped → shipped
订单ID: 928, 订单号: SO202601132046130003619631, 物流: 韵达快递 434994940206841, 状态: shipped → shipped
订单ID: 932, 订单号: SO202601132048560006633933, 物流: 韵达快递 434994929485942, 状态: shipped → shipped
订单ID: 685, 订单号: SO202601131918590002799214, 物流: 韵达快递 434994934126344, 状态: shipped → shipped
订单ID: 937, 订单号: SO202601132056000003059666, 物流: 韵达快递 434994931832791, 状态: shipped → shipped
订单ID: 696, 订单号: SO202601131924460003977413, 物流: 韵达快递 434994945641794, 状态: shipped → shipped
订单ID: 730, 订单号: SO202601131940110003972999, 物流: 韵达快递 434994923959490, 状态: shipped → shipped
订单ID: 949, 订单号: SO202601132108150002031709, 物流: 韵达快递 434994937927769, 状态: shipped → shipped
订单ID: 954, 订单号: SO202601132110130011598311, 物流: 韵达快递 434994928692207, 状态: shipped → shipped
订单ID: 798, 订单号: SO202601131950480014316541, 物流: 韵达快递 434994940188149, 状态: shipped → shipped
订单ID: 681, 订单号: SO202601131917180010477646, 物流: 韵达快递 434994930985694, 状态: shipped → shipped
订单ID: 834, 订单号: SO202601132002300005182998, 物流: 韵达快递 434994929435113, 状态: shipped → shipped
订单ID: 839, 订单号: SO202601132005440004816760, 物流: 韵达快递 434994928661223, 状态: shipped → shipped
订单ID: 887, 订单号: SO202601132022370007317704, 物流: 韵达快递 434994932512271, 状态: shipped → shipped
订单ID: 896, 订单号: SO202601132024250005712734, 物流: 韵达快递 434994928635117, 状态: shipped → shipped
订单ID: 940, 订单号: SO202601132100210004311307, 物流: 韵达快递 434994941751969, 状态: shipped → shipped
订单ID: 835, 订单号: SO202601132003210007303328, 物流: 韵达快递 434994934137238, 状态: shipped → shipped
订单ID: 782, 订单号: SO202601131948280004735882, 物流: 韵达快递 434994945606219, 状态: shipped → shipped
订单ID: 717, 订单号: SO202601131934550028925799, 物流: 韵达快递 434994933355147, 状态: shipped → shipped
订单ID: 713, 订单号: SO202601131933240027811338, 物流: 韵达快递 434994945614981, 状态: shipped → shipped
订单ID: 676, 订单号: SO202601131911290004691927, 物流: 韵达快递 434994940922501, 状态: shipped → shipped
订单ID: 793, 订单号: SO202601131950200002192983, 物流: 韵达快递 434994936463690, 状态: shipped → shipped
订单ID: 965, 订单号: SO202601132115420023915862, 物流: 韵达快递 434994922394324, 状态: shipped → shipped
订单ID: 719, 订单号: SO202601131935080003225044, 物流: 韵达快递 434994933383878, 状态: paid → shipped
订单ID: 911, 订单号: SO202601132032170002901048, 物流: 韵达快递 434994929481477, 状态: shipped → shipped
订单ID: 780, 订单号: SO202601131948260002905734, 物流: 韵达快递 434994926331889, 状态: shipped → shipped
订单ID: 968, 订单号: SO202601132116340002902305, 物流: 韵达快递 434994937174399, 状态: shipped → shipped
订单ID: 953, 订单号: SO202601132109570019753485, 物流: 韵达快递 434994932570875, 状态: shipped → shipped
订单ID: 665, 订单号: SO202601131906280019756967, 物流: 韵达快递 434994928649188, 状态: shipped → shipped
订单ID: 778, 订单号: SO202601131947580002068410, 物流: 韵达快递 434994931812065, 状态: shipped → shipped
订单ID: 781, 订单号: SO202601131948270004454442, 物流: 韵达快递 434994931005770, 状态: shipped → shipped
订单ID: 744, 订单号: SO202601131943390001967338, 物流: 韵达快递 434994932552701, 状态: shipped → shipped
订单ID: 749, 订单号: SO202601131944350001965701, 物流: 韵达快递 434994941716599, 状态: shipped → shipped
订单ID: 797, 订单号: SO202601131950420005722948, 物流: 韵达快递 434994926303077, 状态: shipped → shipped
订单ID: 729, 订单号: SO202601131938570026675703, 物流: 韵达快递 434994936479106, 状态: shipped → shipped
订单ID: 728, 订单号: SO202601131938470026673007, 物流: 韵达快递 434994921572067, 状态: shipped → shipped
订单ID: 675, 订单号: SO202601131910170020494610, 物流: 韵达快递 434994926325603, 状态: shipped → shipped
订单ID: 775, 订单号: SO202601131947410009192660, 物流: 韵达快递 434994921561078, 状态: shipped → shipped
订单ID: 906, 订单号: SO202601132031140005048068, 物流: 韵达快递 434994948017602, 状态: shipped → shipped
订单ID: 880, 订单号: SO202601132020020005047860, 物流: 韵达快递 434994947234421, 状态: shipped → shipped
订单ID: 841, 订单号: SO202601132006110013146754, 物流: 韵达快递 434994933392777, 状态: shipped → shipped
订单ID: 966, 订单号: SO202601132115460032639310, 物流: 韵达快递 434994926349396, 状态: shipped → shipped
订单ID: 825, 订单号: SO202601131958520003539025, 物流: 韵达快递 434994931790321, 状态: shipped → shipped
订单ID: 975, 订单号: SO202601132119450005054705, 物流: 韵达快递 434994944843322, 状态: shipped → shipped
订单ID: 866, 订单号: SO202601132014590005055498, 物流: 韵达快递 434994935724696, 状态: shipped → shipped
订单ID: 669, 订单号: SO202601131908320004288819, 物流: 韵达快递 434994946411539, 状态: shipped → shipped
订单ID: 772, 订单号: SO202601131947280010331944, 物流: 韵达快递 434994921574985, 状态: shipped → shipped
订单ID: 794, 订单号: SO202601131950200007273011, 物流: 韵达快递 434994930982778, 状态: shipped → shipped
订单ID: 941, 订单号: SO202601132103070004989014, 物流: 韵达快递 434994926319784, 状态: shipped → shipped
订单ID: 855, 订单号: SO202601132010560004376553, 物流: 韵达快递 434994944865879, 状态: shipped → shipped
订单ID: 962, 订单号: SO202601132115070003873820, 物流: 韵达快递 434994927130347, 状态: shipped → shipped
订单ID: 764, 订单号: SO202601131946160010078013, 物流: 韵达快递 434994937167872, 状态: shipped → shipped
订单ID: 943, 订单号: SO202601132103490009242404, 物流: 韵达快递 434994922382061, 状态: shipped → shipped

错误详情:
行43: 订单ID 883 状态为 'completed'，不是已支付或已发货状态
